id,nombre,departamento_id,financiamiento,terapia_intensiva
50900072196406,cic la ramada,7,Provincial,no
51820842385625,laboratorio analisis clinicos dra. a. d. ercoli,84,Privado,no
50900143096489,posta sanitaria colonia 3,14,Otros,no
50340632147257,centro de salud barrio colorado,63,Provincial,no
51500072357691,laboratorio rauek.-,7,Privado,no
51500072357737,instituto radiologico central.-,7,Privado,no
15060282305126,geriatrico llar,28,Privado,no
15060282305128,hogar geriatrico amaneceres - (196),28,Privado,no
15062602305132,hogar de ancianos solariega,260,Privado,no
51500702357765,longo bioquimica.-,70,Privado,no
51820842385805,laboratorio analisis clinicos dres. b. martinelli y d. p. fasano,84,Privado,no
51820842385879,laboratorio de analisis clinicos dras. m. lo pilato y c. drogo,84,Privado,no
52064342303992,centro educativo terapeutico convivir,434,Privado,no
50062742304000,policlinica bristol park sa,274,Privado,no
53065682304201,servicio de ambulancias para el traslado de pacientes sin riesgo de vida,568,Privado,no
51501052358055,parada bioquimica.-,105,Privado,no
50340352147463,centro de salud alto alegre,35,Provincial,no
50020012316807,centro larrea de salud mental,2,Privado,no
50340492147521,centro de salud san juan,49,Provincial,no
51020012316738,laboratorio bio belgrano s.a.,13,Privado,no
15065392306275,geriatrico abalos,539,Privado,no
50020012316708,centro medico alberti,3,Privado,no
15340142347641,edmifor hogar de descanso transitorio,14,Privado,no
50340352147701,caps doctor claudio villarreal,35,Provincial,no
50540212164089,c.a.p.s. cerro cora ingeniero otaño,21,Provincial,no
50020012316827,p.a.u.s.a. - psicoanalisis aplicado a las urgencias subjetivas de la actualidad,2,Privado,no
50540912164133,c.a.p.s. san martin,91,Provincial,no
50541192164155,c.a.p.s. san francisco de asis,119,Provincial,no
50140282232407,dispensario municipal dr. gassman barrio presidente peron,28,Municipal,no
51501192358182,baggio bioquimica.-,119,Privado,no
50140212232440,centro de atencion primaria gobernador pizarro,21,Municipal,no
50140072232493,dispensario municipal villa del dique,7,Municipal,no
50140072232497,centro de atencion primaria de la salud dr. arturo illia,7,Municipal,no
53020012316994,ayuda medica,5,Privado,no
50500912157973,c.a.p.s. 100 capiz alto.-,91,Provincial,no
50540632164229,c.a.p.s. 2000 hectareas,63,Provincial,no
50540632164230,c.a.p.s. barrio belen- iguazu,63,Provincial,no
50540142164234,c.a.p.s. salto encantado 2,14,Provincial,no
50540492164259,c.a.p.s. campiñas de america - rural,49,Provincial,no
53061402303240,servicio de ambulancia para el traslado de pacientes sin riesgo de vida,140,Privado,no
10064272305633,maternidad ramos mejia,427,Privado,no
10540142364422,clinica medica integral s.r.l.,14,Privado,no
51500072357645,paravano bioquimica.-,7,Privado,no
15500282358296,nuestra casa geriatrico.-,28,Privado,no
50064412305543,cipa,441,Privado,no
51500632357813,guirao bioquimica.-,63,Privado,no
50580492367229,centro medico arrayanes,49,Privado,no
51020012316654,laboratorio de analisis clinicos lacba s.a.,5,Privado,no
50540282164011,c.a.p.s. nº 25 barrio sur argentino,28,Provincial,no
50140982231694,centro periferico nº 10,98,Municipal,no
50141192231885,centro de salud rincon,119,Municipal,no
10063572305933,clinica privada san cayetano,357,Privado,no
50541052164066,c.a.p.s. invernada,105,Provincial,no
50421052353276,centro medico de atencion primaria construir salud,105,Privado,no
50540982165666,c.a.p.s. barrio 20 de junio,98,Provincial,no
15064412306313,residencia para la tercera edad madreselva,441,Privado,no
50340282147419,centro de salud pozo ramon,28,Provincial,no
50540982165659,c.a.p.s. barrio eva peron (ex helvecia),98,Provincial,no
52068612303482,centro nefrologico buenos aires cenba srl,861,Privado,no
52064412305687,centro asistencial de rehabilitacion del discapacitado psiquico psico cardip,441,Privado,no
15064972305799,hogar geriatrico san antonio,497,Privado,no
50020012315540,centro integral de cirugia plastica,13,Privado,no
52020012316835,instituto recreativo terapeutico especial,7,Privado,no
50140982231700,centro periferico nº 12,98,Municipal,no
50062602303962,centro medico monde gran,260,Privado,no
50020012317045,american dental,2,Privado,no
52064342306625,servicios de terapia renal argentina s.a.,434,Privado,no
15140142332642,residencia geriatrica privada nuñez,14,Privado,no
51540282364952,laboratorio de analisis clinicos franco maria silvina,28,Privado,no
50540632364869,servicio de asistencia medica s.a.m.,63,Privado,no
50300082242603,unidad movil de a.p.s.,8,Municipal,no
52540282364583,optica del sol,28,Privado,no
15060282306537,residencia geriatrica mar azul,28,Privado,no
50381122150431,posta corral blanco (21),112,Provincial,no
15140982332762,hogar de ancianos sagrada familia,98,Privado,no
15064272306563,geriatrico matilde,427,Privado,no
50540422364842,clinica dental norte,42,Privado,no
15140142332800,residencia geriatrica privada dulce hogar,14,Privado,no
52540282364571,optica nora panza,28,Privado,no
50460142155237,caps el barrial,14,Provincial,no
50380842150425,puesto pastos chicos (17),84,Provincial,no
15140982332916,residencia geriatrica privada santa rita,98,Privado,no
10540772364879,instituto medico sociedad anonima ( imsa ),77,Privado,si
50340562147711,sala de primeros auxilios monte lindo,56,Provincial,no
50820842386166,centro oftalmologico dr. juan pedro alliani,84,Privado,no
51020012317466,clinica del sudor dr. tomas angelillo mackinlay,2,Privado,no
15540913065686,hogar de ancianos yerbal viejo,91,Otros,no
50020012317328,centro odontologico clident,15,Privado,no
15060352306547,hogar geriatrico mis nonos,35,Privado,no
52540282364828,instituto de atencion integral misiones s.r.l,28,Privado,no
50501052158608,p.s. 536 pobre diablo.-,105,Provincial,no
50861472292797,sala de 1ros auxilios villa adela - rio hondo,147,Municipal,no
10300492342619,clinica prestaciones asistenciales c.e.m. s.a.,49,Privado,si
15140422232978,hogar de ancianos madre teresa de calcuta,42,Municipal,no
51540702365022,laboratorio de analisis clinicos barboza mabel nerella,70,Privado,no
53700212377423,c.p.a. consultorio de enfermeria y primeros auxilios de troy resources argentina ltd,21,Privado,no
51540632365097,laboratorio de analisis clinicos balatorre rosaura edith,63,Privado,no
15501052358644,dulce estancia geriatrico.-,105,Privado,no
53180212339534,ambulancias servicio medico modelo,21,Privado,no
52260142129350,puesto sanitario la rinconada,14,Provincial,no
50860352292838,sala de primeros auxilios la bocatoma,35,Municipal,no
15140142333008,residencia geriatrica privada el hogar de luisa,14,Privado,no
50860772292853,puesto sanitario municipal nº 7 barrio juan xxiii,77,Municipal,no
51141402333074,c.e.p.e.r - san francisco s.r.l - unidad renal las varillas,140,Privado,no
50660352173607,centro de salud - barrio 25 de mayo,35,Provincial,no
50820842286260,centro de salud dr. esteban maradona - rosario,84,Municipal,no
51141402333080,centro de resonancia morteros s.a.,140,Privado,no
53140212333170,servicio de emergencias de asistencia medica integral privada sa,21,Privado,no
50861192292766,centro de integracion comunitaria (cic) - quimili,119,Municipal,no
50500212358666,gomez romeo oftalmologia.-,21,Privado,no
50700772377453,centro medico san martin,77,Privado,no
10900142396887,clinica roca,14,Privado,no
50700842377424,consultorios odontologicos de scadding,84,Privado,no
15063572306803,residencia geriatrica villa del angel,357,Privado,no
50063572306904,consultorios ospren,357,Privado,no
14062032307261,hogar hermanas misioneras,203,Privado,no
50860282292876,centro de integracion comunitaria (cic) - colonia dora,28,Municipal,no
50820842986300,centro de salud 7 de abril,84,Mixta,no
50061262206897,caps n° 18 bo. siderca,126,Municipal,no
53063572306705,servicio de ambulancia para traslado de pacientes sin riesgo de vida,357,Privado,no
50064902206880,unidad sanitaria temperley oeste,490,Municipal,no
53700282377478,servicio de ambulancias de traslados programados guadalupe,28,Privado,no
50061192207072,unidad sanitaria oliden,119,Municipal,no
53500842158866,rivadavia vacunatorio zonal.-,84,Provincial,no
50060492206708,unidad sanitaria n° 13 barrio el sol,49,Municipal,no
15141192233250,geriatrico municipal nuestro tesoro,119,Municipal,no
53062662307367,dom-int srl (id),266,Privado,no
50860772292880,centro de integracion comunitaria (cic) - los juries,77,Municipal,no
13067912307339,residencia psiquiatrica teresa de calcuta,791,Privado,no
51140142333276,laboratorio de fundacion avance para la regeneracion de tejidos,14,Privado,no
15063152206860,hogar geriatrico,315,Municipal,no
14063572306963,clinica privada libertad,357,Privado,no
14067602307439,hogar cedim (hogar p/ discapac.) - 1741,760,Privado,no
53067602306725,servicio privado de emergencias moviles emerlife,760,Privado,no
50700282377486,clinica santo domingo,28,Privado,no
50540072165186,c.a.p.s. barrio chaquito,7,Provincial,no
50900842396913,centro medico magna grupo medico,84,Privado,no
13065152307231,asociacion civil nuestra vida centro de prevencion y asistencia de las adicciones,515,Privado,no
50501052758808,o.s.e.p. subdelegacion real del padre.-,105,Obra social,no
50300212242636,centro integrador comunitario,21,Municipal,no
52660282373631,consultorios medicos y odontologicos para la atencion primaria de la salud,28,Privado,no
15062872206907,hogar de ancianos,287,Municipal,no
15066512206755,hogar de ancianos el tercer hogar,651,Municipal,no
14064412306855,mirasoles (d),441,Privado,no
15067002206727,hospital municipal adolfo ducos - hogar geriatrico,700,Municipal,no
50068192206900,sala de primeros auxilio de chasico,819,Municipal,no
50381122150490,puesto rodeo(21),112,Provincial,no
50500842758811,o.s.e.p. subdelegacion rivadavia.-,84,Obra social,no
53501052358848,cruz verde.-,105,Privado,no
50780212383336,ati atencion terapeutica integral,21,Privado,no
51661122373636,extraberries s.a.,112,Privado,no
53140142333782,servicio de trslado de pacientes bajo tratamiento cronico chancalay,14,Privado,no
50860492292895,caps los lagos - nuestra señora de guadalupe,49,Municipal,no
50140142333444,centro medico privado cedem salud s.a,14,Privado,no
50140142333587,centro medico privado de la asociacion mutual de empleados de policia de la pcia. de cordoba,14,Privado,no
50140142333586,centro pediatrico de alergia e inmunologia (cepai),14,Privado,no
50620422370498,centro de atencion integral de la familia,42,Privado,no
50060562307533,inova diagnostico por imagenes,56,Privado,no
50820492186539,posta sanitaria san francisco,49,Provincial,no
50140142333531,centro de integracion escolar interdiciplinario semillas,14,Privado,no
15300842342689,geriatrico monseñor herminio bidal,84,Privado,no
53140142333297,servicio de traslado de pacientes bajo tratamiento cronico nico,14,Privado,no
52780142383345,gabinete de kinesiologia - mg kinesiologia integral y deportiva,14,Privado,no
50140142333369,oculos srl,14,Privado,no
50300842342662,consultorio medico censalud,84,Privado,no
53140142333442,servicio de traslado de pacientes bajo tratamiento cronico traslados cordoba,14,Privado,no
50620072370458,consultorios odontologicos ceo,7,Privado,no
50500282158909,c.a.p.s. 196 josefina e. oros.-,28,Provincial,no
51620212370487,laboratorio de analisis clinicos laboratorio lac s.rl,21,Privado,no
50020012317651,centro regional nivel b fundacion dr. mario jose marra,3,Privado,no
53140142333422,servicio de traslado de pacientes bajo tratamiento cronico fxs,14,Privado,no
52500072358915,kinesia rehabilitacion.-,7,Privado,no
51260772329423,laboratorio anatomia patologica dra paola cambra,77,Privado,no
53580702367443,optica lenti,70,Privado,no
50062242307473,"centro de pediatria, cirugia, ortopedia y traumatologia infantil",224,Privado,no
51300772342647,consultorio medico y de diagnostico por imagenes,77,Privado,no
50062602707505,centro medico atencion primaria cemap,260,Obra social,no
50140142333383,life centro medico privado,14,Privado,no
50300842342659,consultorio medico centro medico belgrano,84,Privado,no
50181192339554,clinica de cirugia ambulatoria paso de los libres,119,Privado,no
53580562367261,servicio de internacion domiciliaria-macht,56,Privado,no
53260352329432,salvs - servicio de traslados terrestres programados,35,Privado,no
52620422370509,consultorios odontologicos miyazato,42,Privado,no
50020012318177,c.p.a. consultorio medico (huidobro 4693),12,Privado,no
50140912334037,cardea  - centro privado interdisciplinario de rehabilitacion neurologica,91,Privado,no
50580492367489,centro integral de medicina familiar - cimef,49,Privado,no
50580702367557,consultorios odontologicos dr. fernandez adrover,70,Privado,no
15580352367575,casa hogar los nonos,35,Privado,no
52500072759002,o.s.e.c.a.c. kinesiologia.-,7,Obra social,no
53580352367643,optica sarmiento (centenario),35,Privado,no
50060562315013,instituto clinico cardiovascular,56,Privado,no
52580352367640,gabinete de enfermeria con vacunatorio copelco ltda.,35,Privado,no
50580352367664,salud mental pediatrica,35,Privado,no
51380632350883,laboratorio llanos mariela isabel,63,Privado,no
51380632350889,laboratorio soria hugo rafael,63,Privado,no
50900842398078,centro odontologico marquez,84,Privado,no
14860352393297,sanatorio jozami s.r.l.,35,Privado,si
15065682315005,hogar geriatrico el nuevo amanecer,568,Privado,no
51380212350829,laboratorio morales daniel oscar,21,Privado,no
50180212340122,policonsultorio medico dra. romero maria del carmen,21,Privado,no
50900142397155,servico de salud ocupacional citrusvil,14,Privado,no
13066382315013,instituto psicopedagogico san pablo s.a,638,Privado,no
53060582316688,medicin care s.a.,658,Privado,no
50580352367757,construir salud,35,Privado,no
53540213265846,unidad penal n° 1 - localidad de loreto,21,Servicio Penitenciario Provincial,no
52901192398240,paihuen-centro de dia,119,Privado,no
15065392316014,residencia geriatrica dr. luis patiño jaeger,539,Privado,no
52063572316797,centro de dia kumelen,357,Privado,no
50020012318630,centro medico cordoba 629 piso 2,1,Privado,no
50140142334713,centro dental privado uribe echeverria s.a.,14,Privado,no
53500492460421,vacunatorio iv brigada aerea.-,49,FFAA/Seguridad,no
15700842377938,geriatrico jardines de querencia,84,Privado,no
50420212354011,centro medico sinapsis,21,Privado,no
51221402327198,laboratorio de analisis clinicos  guemes,140,Privado,no
50500983060407,fundacion libertad.-,98,Otros,no
50140142334647,centro integral de comunicacion audicion y lenguaje cical,14,Privado,no
50380352350976,centro de salud calilegua-ob-tupac amaru,35,Privado,no
52260072329610,citen - centro de intervencion temprana y estrategias neurologicas,7,Privado,no
50180212340153,centro integral de terapia auditiva y cognitiva sonidos que hablan,21,Privado,no
15500212359869,el jardin de mis abuelos.-,21,Privado,no
51500982359766,biolaboratorio del este.-,98,Privado,no
15820842386685,geriatrico vivir,84,Privado,no
14820842386759,hogar permanente con centro educativo terapeutico fundacion everest,84,Privado,no
52500842359788,centro de dia creciendo.-,84,Privado,no
50500072359830,c.p.a. abate cardiologia.-,7,Privado,no
50140142334279,centro medico lavoris s.r.l.,14,Privado,no
50500212360395,boetsch odontologia.-,21,Privado,no
53221402327167,soma s.a.,140,Privado,no
10540632365720,clinica esperanza,63,Privado,no
53900842398230,centro de enfermeria asistencial sh,84,Privado,no
10820422386895,clinica privada villa cañas,42,Privado,no
15140912334201,residencia geriatrica privada tinkuy srl,91,Privado,no
15067492316308,residencia geriatrica villa borghese s.r.l,749,Privado,no
50500072361195,marbaz odontologia.-,7,Privado,no
50260772329618,los arcos,77,Privado,no
50140982334281,centro instituto integral de rehabilitacion apadim,98,Privado,no
15063432216278,hogar de ancianos san jose - (villanueva),343,Municipal,no
52220212327192,crecer con todos- centro educativo terapeutico,21,Privado,no
15060352316301,hogar geriatrico santa elena,35,Privado,no
13900842398147,clinica en adicciones san francisco,84,Privado,no
50068052316287,unitas medicina - centro medico,805,Privado,no
50500282359771,u.m.i. unidad medica integral.-,28,Privado,no
50020012318661,gedyt - gastroenterologia diagnostica y terapeutica -,13,Privado,no
53020012318619,ayuda medica (anexo senillosa 1571),7,Privado,no
50740352180549,posta ciudad jardin,35,Provincial,no
52700282477843,agrupacion x san juan,28,FFAA/Seguridad,no
52221402327253,crecer- centro de dia (discapacitados),140,Privado,no
50060582316323,salud sur sa,658,Privado,no
10100352324651,sanatorio frances,35,Privado,no
52500282359984,instituto privado de rehabilitacion.-,28,Privado,no
50300842343281,centro medico crecer,84,Privado,no
50180212340179,policonsultorio dra. vera,21,Privado,no
50060912216396,unidad sanitaria nº 25,91,Municipal,no
10820842386798,geriatrico san antonio,84,Privado,no
14820562386794,hogar de alojamiento para personas con discapacidad con centro de dia santa cecilia,56,Privado,no
50900142398200,centro medico el progreso,14,Privado,no
53300842343308,optica y contactologia correa,84,Privado,no
50780072183352,centro integrador comunitario puerto santa cruz,7,Provincial,no
15820842386802,geriatrico san martin,84,Privado,no
50140142334386,neuro cinesis s.r.l. centro de rehabilitacion neurologica,14,Privado,no
50900842398221,clinica de medicina capilar medical hair,84,Privado,no
50500072360234,c.p.a. andreoni odontologia.-,7,Privado,no
50500072360385,centro medico alameda.-,7,Privado,no
50380142350989,centro medico - odontologico 25 de mayo,14,Privado,no
51780212383383,centro de diagnostico por imagenes cedimag,21,Privado,no
14820842386903,hogar con centro de dia para discapacitados cire,84,Privado,no
50500072360451,consultorios mendoza,7,Privado,no
52064412316931,centro de dia cedicbell,441,Privado,no
50820212186944,centro de salud  nº 11 maria ines tarchini de dellasanta,21,Provincial,no
50900842398290,clinica de cirugia ambulatoria  cemitt,84,Privado,no
52500702360520,montando esperanzas.-,70,Privado,no
50780282383397,consultorios medicos - cima,28,Privado,no
51340142347828,centro de diagnostico medico formosa (cdm s.a.),14,Privado,no
50460632155525,caps miraflores,63,Provincial,no
50062382316848,caps n° 5 ex rector dr. pedro rafael peñoñori,238,Privado,no
50066582716903,policlinica privada obra social para el personal de la sanidad (atsa),658,Obra social,no
52068612316888,instituto de nivelacion,861,Privado,no
50500772360498,c.p.a. cano clinica dental.-,77,Privado,no
53901052398342,servicio de traslado programado,105,Privado,no
53500072360437,aeris internacion y rehabilitacion domiciliaria,7,Privado,no
50140142334838,asociacion civil odontologica cordoba,14,Privado,no
50500072360224,boero - victoria centro odontologico.-,7,Privado,no
50900842398250,centro medico general paz,84,Privado,no
51740352380657,centro privado de tomografia computada s.r.l,35,Privado,no
52066552316951,centro de dia ifi,655,Privado,no
50501052360283,moreno centro medico.-,105,Privado,no
10062452316923,instituto medico de la ribera,245,Privado,si
50580072367833,consultorio odontologico dr. parada,7,Privado,no
53063572317024,vittal  (3969),357,Privado,no
53066382317295,prax med s.a.,638,Privado,no
50900842398349,centro medico c.g.t,84,Privado,no
53500072060852,pami unidad de gestion local iv mendoza.-,7,Nacional,no
50067562317133,policlinica uocra (zona norte),756,Privado,no
53500702360772,optica visual maipu.-,70,Privado,no
50500212360793,salas riera odontologia.-,21,Privado,no
50140142334928,centro privado de endocrinologia infanto juvenil,14,Privado,no
50900142398445,centro medico assist medic s.r.l,14,Privado,no
50181192240239,sala dr rene favaloro,119,Municipal,no
50500702360734,"garcia, f. neumonologia.-",70,Privado,no
52500632360567,cespedes kinesiologia.-,63,Privado,no
15064482317106,residencia camino a la felicidad,448,Privado,no
13060912317204,programa cumelen,91,Privado,no
15063572317281,palmira (residencia para adultos mayores),357,Privado,no
51340142347880,amad lab. laboratorio de analisis clinicos,14,Privado,no
50500702360605,"muñoz, f. medicina general.-",70,Privado,no
53060912317212,adom internacion domiciliaria   (4007),91,Privado,no
50900142398416,centro odontologico lopopolo,14,Privado,no
50068052317406,policonsultorios,805,Privado,no
50500142360646,c.p.a. baidal psicologia.-,14,Privado,no
50065742217417,centro de atencion primaria de la salud dr. juan .j. de andrea,574,Municipal,no
14066582316996,hogar y centro de rehabilitacion para personas con discapacidad visual villa del sol (h),658,Privado,no
52140142335015,centro medico europie fisio - c.i.ar.c,14,Privado,no
50068472217313,centro integrador comunitario barrio federal,847,Municipal,no
50700842378050,c.p.a. consultorio medico unipersonal marino,84,Privado,no
50500072760624,o.s.p.e.l.s.ym. odontologia.-,7,Obra social,no
53067282217154,caps san bernardo,728,Municipal,no
50500492360661,c.p.a. cerros salud.-,49,Privado,no
50700282378058,consultorios de atencion medica lirussi,28,Privado,no
15820842388565,holepam la casona de virginia,84,Privado,no
50500072360727,fischetti pediatria.-,7,Privado,no
50740562380701,consultorio medico portal mujer,56,Privado,no
51500072360788,castillo - granero bioquimica.-,7,Privado,no
50620422370942,consultorios medicos - centro medico integral especializado,42,Privado,no
50140142334856,centro medico privado vitus,14,Privado,no
52064122317385,centro de dia rincon de luz,412,Privado,no
50620422370943,consultorios integrales los cipreses,42,Privado,no
15821052388553,holepam madre teresa,105,Privado,no
13066382317203,fundacion san camilo,638,Privado,no
52300702343482,centro de dia muriel,70,Privado,no
50900842398409,centro interdiciplinario,84,Privado,no
50740562380702,consultorio medico dr. figueroa,56,Privado,no
50380212350998,centro de salud fundacion ars medica,21,Privado,no
51860492393415,centro de diagnostico urquiza,49,Privado,no
50740352380769,centro integral vital corps,35,Privado,no
52660352374211,consultorio del lic. sergio dario cruz,35,Privado,no
53220772327405,unidades moviles - gasoducto - epc 5 - provincia del chaco,77,Privado,no
50940072395336,consultorios odontologicos heredia eliana  y marcos maero,7,Privado,no
50940072395256,consultorio medico constanza camargo,7,Privado,no
50940072395242,consultorio medico maria soledad andres,7,Privado,no
50940072395351,consultorio odontologico quintero ivan rodolfo,7,Privado,no
10860842193424,hospital de transito de lavalle,84,Provincial,no
50940072395337,consultorio odontologico knaupe magali,7,Privado,no
53064412317443,grb atencion domiciliaria,441,Privado,no
52140912335066,unidad renal privada punilla,91,Privado,no
50700772378147,centro medico odontologico centro de atencion privada,77,Privado,no
50900842398583,centro medico odontologico pedraza,84,Privado,no
52740562380774,consultorio de kinesiologia y fisioterapia goen lic. leticia eliana enriz,56,Privado,no
50140212335097,centro privado consultorios medicos villa allende,21,Privado,no
52068612317782,coeni (centro especializado en neurodesarrollo integral) - ctro educ.terap.,861,Privado,no
15141472335043,residencia geriatrica privada los años dorados ii,147,Privado,no
51140982335093,centro de radiologia odontologica y medica e imagenes digitales - cromid s.a.,98,Privado,no
50064902317491,centro medico alsina,490,Privado,no
15820842388581,geriatrico privado modelo,84,Privado,no
50940072395275,consultorios medicos tecnomil,7,Privado,no
53900842398533,movil de traslados sanitarios para pacientes compensados,84,Privado,no
50220282327401,policonsultorio (od. altamiranda),28,Privado,no
53220982327408,cemid-villa angela,98,Privado,no
14067602317819,propadis - (hogar),760,Privado,no
50900842398609,centro medico odontologico martinez,84,Privado,no
14740282380809,sanatorio los pasos s.a.,28,Privado,no
52661262374228,consultorio de kinesiologia y fisioterapia del lic. matias ramos,126,Privado,no
53300842343548,optica y contactologia vieira,84,Privado,no
53300352343558,optica catherine,35,Privado,no
52940072395303,gabinete de kinesiologia florencia rasguido,7,Privado,no
52740562380846,rehabilitacion integral rivadavia,56,Privado,no
50065322217466,centro integrador comunitario de mercedes -(cic),532,Municipal,no
50580492167873,puesto sanitario nahuel mapi abajo,49,Provincial,no
53064412317477,servicio de traslado programado de pacientes en situacion critica de vida nueva clinica del niño s.a,441,Privado,no
52064902317896,centro educativo terapeutico flor de lis,490,Privado,no
15066092317936,hogar de ancianos sagrado corazon,609,Privado,no
53901192398655,movil de traslado sanitario rojo,119,Privado,no
50221402327433,policonsultorio (vazquez),140,Privado,no
15063712317949,hogar geriatrico ayelen,371,Privado,no
50700282378178,consultorios medicos externos de rio varadero s.a,28,Privado,no
50066582317959,policonsultorio    -   ( 112),658,Privado,no
50620422370991,2 consultorios medicos - cial s.r.l,42,Privado,no
50220632327445,centro de enfermedades digestivas,63,Privado,no
50940142195406,posta sanitaria de andorra (andres borrego),14,Provincial,no
53740492380880,optica optima vision,49,Privado,no
10064413217975,caps n° 33,441,Servicio Penitenciario Provincial,no
50660282874270,ospecon obra social personal de la construccion,28,Mutual,no
15620422371008,geriatrico la casa de nuestros viejos.,42,Privado,no
50900842398710,centro odontologico vece,84,Privado,no
50620422371023,2 consultorios odontologicos gioia,42,Privado,no
50900842998706,cepta centro provincial de trastornos alimentarios,84,Mixta,no
50020092218932,centro edico barrial n20,9,Municipal,no
50661332174318,puesto sanitario km 92,133,Provincial,no
51780212383429,laboratorio microlab,21,Privado,no
50066092318033,bioss salud consultorios medicos,609,Privado,no
15260352329754,manos del sol,35,Privado,no
50420212354094,consultorio de psicologia aguilar analia,21,Privado,no
10140142135177,centro medico complejo carcelario n°1 reverendo padre luchesse,14,Provincial,no
53900632398827,servicio de traslados sanitarios olivera,63,Privado,no
53064412318171,drm traslado srl,441,Privado,no
53900842398745,optica nueva vision,84,Privado,no
53900842398772,movil de traslado sanitario chemes,84,Privado,no
50700352378333,centro privado de ojos caucete,35,Privado,no
15064412318287,hogar de dia farfalla,441,Privado,no
52580352368021,consultorio de kinesiologia lic. suarez,35,Privado,no
53661402374388,sadem,140,Privado,no
50221402327512,medykin,140,Privado,no
50580702368126,cirugia estetica y spa,70,Privado,no
53700562378283,optica balderramo,56,Privado,no
53064412318439,sifeme s.a.,441,Privado,no
50260072329791,clinica privada dental health,7,Privado,no
15820842788696,policlinico pami ii,84,Nacional,no
50501052261050,p.s. 541 posta municipal teresa de calcuta.-,105,Municipal,no
50500212361122,palmieri instituto de sexualidad y pareja.-,21,Privado,no
50420562354104,consultorio de psicologia dalila alvarez,56,Privado,no
53580352368190,optica forestier,35,Privado,no
52500212361218,instituto de terapia cognitiva conductual.-,21,Privado,no
53060562318202,kelluwen srl,56,Privado,no
50580352368098,centro medico global,35,Privado,no
50380212151094,ministerio salud jujuy delegacion cordoba,21,Provincial,no
53740563080923,centro terapeutico para salud,56,Otros,no
50580352368255,remy odontologia,35,Privado,no
50064412318513,clinica de la mama - consultorios externos,441,Privado,no
53780212383466,optica vision,21,Privado,no
52580912368027,consultorio klga. dominguez,91,Privado,no
50580352368240,consultorio medico dr. la merica,35,Privado,no
50580422368446,"puentes, centro de dia y centro educativo terapeutico",42,Privado,no
53301052343632,optica y contactologia ilusion optica,105,Privado,no
53740493080927,consultorio medico centro vidas,49,Otros,no
50580352368497,mantra centro de estetica,35,Privado,no
15063572318435,hogar dolce,357,Privado,no
50580352368378,consultorios proyecto alegria,35,Privado,no
15580352368544,casa hogar los nogales,35,Privado,no
52500072361176,modo r.p.g.-,7,Privado,no
15580352368188,casa hogar rujele,35,Privado,no
53580352368363,genoptic,35,Privado,no
50700282378368,cpa consultorio medico de atencion ambulatoria especializado en cirugia plastica cortinez di piazza,28,Privado,no
10062602018894,hospital de alta complejidad del bicentenario esteban echeverria,260,Nacional,si
10540632166102,hospital covid 19 de campaña ruta  nac. 12 (sant. santa maria del iguazu),63,Provincial,no
53900842398930,atencion medica integral domiciliaria amid,84,Privado,no
53900142398958,servicio de traslado programado decima,14,Privado,no
15820422388726,geriatrico san francisco,42,Privado,no
52260212329856,desires,21,Privado,no
51420212354305,nicolas manzanel laboratorio de analisis clinicos,21,Privado,no
52260772329816,consultorios trama,77,Privado,no
50540422366152,imag s.a,42,Privado,no
51820142388760,laboratorio de analisis mycocib,14,Privado,no
51820842388764,gammalab,84,Privado,no
15620422371157,hogar de ancianos mi hogar,42,Privado,no
52260212329883,keret,21,Privado,no
14020032319164,clinica santa catalina - neurorehabilitacion clinica,3,Privado,si
51300562343785,martinez felix alberto laboratorio de analisis clinicos,56,Privado,no
52062172318706,centro de rehabilitacion integral chascomus-cer chascomus,217,Privado,no
15020132319185,maria reina,13,Privado,no
15780142183543,residencia nuevo amanecer,14,Provincial,no
13500282161233,centro integral provincial de atencion en urgencias del adolescente.-,28,Provincial,no
50260912329953,sede sarmiento clinica del valle,91,Privado,no
51900842398914,laboratorio de analisis gonzalez,84,Privado,no
15020092319216,instituto geriatrico cafayate,9,Privado,no
50421472354420,consultorio odontologico lafi,147,Privado,no
53901052399084,servicio de traslado programado covacevich,105,Privado,no
50901192399068,centro odontologico acassuso,119,Privado,no
50940142295445,consultorio medico y gabiunete de psicologia,14,Municipal,no
50140142335203,medical hair clinica de recuperacion capilar,14,Privado,no
51500632361279,cepparo cedres.-,63,Privado,no
51500072361281,instituto de diagnostico y resonancia de mendoza.-,7,Privado,no
15020072319109,la pergola,7,Privado,no
52501262361235,siempre a tu lado.-,126,Privado,no
14300842143737,unidad ministerial hospital de la baxada dra. teresa ratto,84,Provincial,si
10180212340297,mediccis srl,21,Privado,no
50900842399067,centro medico cro nelso farina del gremio de osfatun,84,Privado,no
51300082343819,centro tomgrafico uruguay s.r.l,8,Privado,no
15020012019049,hogar a.raimondi,1,Nacional,no
53063642219096,same - general rodriguez,364,Municipal,no
10661472374446,imac rosario de lerma,147,Privado,si
50140212235224,centro de atencion primaria de la salud colonia vicente aguero,21,Municipal,no
51300152143714,vallory laboratorio,15,Privado,no
51220842327548,laboratorio de analisis clinicos (dr. sada),84,Privado,no
50260352329873,bon sens,35,Privado,no
50940142395440,k.p. a. ( karina paola alegre),14,Privado,no
